bfly21_tmp(1)=6228+j6113, temp_bfly21(1)=1594368+j1564928, bfly21(1)=6228+j6113
bfly21_tmp(23)=394+j1346, temp_bfly21(23)=100864+j344576, bfly21(23)=394+j1346
bfly21_tmp(24)=-976+j-1248, temp_bfly21(24)=-49232+j402544, bfly21(24)=-192+j1572
bfly21_tmp(25)=-415+j-1582, temp_bfly21(25)=-106240+j-404992, bfly21(25)=-415+j-1582
bfly21_tmp(26)=-1104+j1536, temp_bfly21(26)=-282624+j393216, bfly21(26)=-1104+j1536
bfly21_tmp(27)=495+j500, temp_bfly21(27)=126720+j128000, bfly21(27)=495+j500
bfly21_tmp(28)=2310+j4186, temp_bfly21(28)=1071616+j-591360, bfly21(28)=4186+j-2310
bfly21_tmp(29)=3383+j-1752, temp_bfly21(29)=866048+j-448512, bfly21(29)=3383+j-1752
bfly21_tmp(30)=-706+j1248, temp_bfly21(30)=98102+j353674, bfly21(30)=383+j1382
bfly21_tmp(31)=1113+j946, temp_bfly21(31)=284928+j242176, bfly21(31)=1113+j946
bfly21_tmp(32)=-836+j-1798, temp_bfly21(32)=-174122+j476754, bfly21(32)=-680+j1862
bfly21_tmp(33)=1464+j-370, temp_bfly21(33)=374784+j-94720, bfly21(33)=1464+j-370
bfly21_tmp(34)=1940+j-1843, temp_bfly21(34)=496640+j-471808, bfly21(34)=1940+j-1843
bfly21_tmp(35)=1164+j732, temp_bfly21(35)=297984+j187392, bfly21(35)=1164+j732
bfly21_tmp(36)=-48+j3741, temp_bfly21(36)=957696+j12288, bfly21(36)=3741+j48
bfly21_tmp(37)=-29+j-1481, temp_bfly21(37)=-7424+j-379136, bfly21(37)=-29+j-1481
bfly21_tmp(38)=-1418+j-625, temp_bfly21(38)=-369783+j143533, bfly21(38)=-1444+j561
bfly21_tmp(39)=1465+j-1825, temp_bfly21(39)=375040+j-467200, bfly21(39)=1465+j-1825
bfly21_tmp(40)=-1442+j395, temp_bfly21(40)=332497+j189507, bfly21(40)=1299+j740
bfly21_tmp(41)=-933+j3929, temp_bfly21(41)=-238848+j1005824, bfly21(41)=-933+j3929
bfly21_tmp(42)=759+j3780, temp_bfly21(42)=194304+j967680, bfly21(42)=759+j3780
bfly21_tmp(43)=-1249+j-245, temp_bfly21(43)=-319744+j-62720, bfly21(43)=-1249+j-245
bfly21_tmp(44)=-793+j1190, temp_bfly21(44)=304640+j203008, bfly21(44)=1190+j793
bfly21_tmp(45)=106+j-2480, temp_bfly21(45)=27136+j-634880, bfly21(45)=106+j-2480
bfly21_tmp(46)=-3328+j367, temp_bfly21(46)=-535941+j668795, bfly21(46)=-2094+j2612
bfly21_tmp(47)=-836+j-1716, temp_bfly21(47)=-214016+j-439296, bfly21(47)=-836+j-1716
bfly21_tmp(48)=-1510+j-833, temp_bfly21(48)=122537+j424083, bfly21(48)=479+j1657
bfly21_tmp(49)=2523+j-86, temp_bfly21(49)=645888+j-22016, bfly21(49)=2523+j-86
bfly21_tmp(50)=-1342+j-2257, temp_bfly21(50)=-343552+j-577792, bfly21(50)=-1342+j-2257
bfly21_tmp(51)=-765+j148, temp_bfly21(51)=-195840+j37888, bfly21(51)=-765+j148
bfly21_tmp(52)=-3304+j375, temp_bfly21(52)=96000+j845824, bfly21(52)=375+j3304
bfly21_tmp(53)=-3020+j-841, temp_bfly21(53)=-773120+j-215296, bfly21(53)=-3020+j-841
bfly21_tmp(54)=-193+j2732, temp_bfly21(54)=459559+j529425, bfly21(54)=1795+j2068
bfly21_tmp(55)=-1778+j-1125, temp_bfly21(55)=-455168+j-288000, bfly21(55)=-1778+j-1125
bfly21_tmp(56)=-145+j-306, temp_bfly21(56)=-29141+j81631, bfly21(56)=-114+j319
bfly21_tmp(57)=1261+j81, temp_bfly21(57)=322816+j20736, bfly21(57)=1261+j81
bfly21_tmp(58)=250+j-169, temp_bfly21(58)=64000+j-43264, bfly21(58)=250+j-169
bfly21_tmp(59)=-1617+j-11, temp_bfly21(59)=-413952+j-2816, bfly21(59)=-1617+j-11
bfly21_tmp(60)=-1332+j-1757, temp_bfly21(60)=-449792+j340992, bfly21(60)=-1757+j1332
bfly21_tmp(61)=2520+j-836, temp_bfly21(61)=645120+j-214016, bfly21(61)=2520+j-836
bfly21_tmp(62)=-573+j534, temp_bfly21(62)=-7059+j200367, bfly21(62)=-28+j783
bfly21_tmp(63)=-404+j-1042, temp_bfly21(63)=-103424+j-266752, bfly21(63)=-404+j-1042
bfly21_tmp(64)=3115+j1640, temp_bfly21(64)=-266975+j-860655, bfly21(64)=-1043+j-3362
bfly21_tmp(65)=76+j-1638, temp_bfly21(65)=19456+j-419328, bfly21(65)=76+j-1638
bfly21_tmp(66)=-1384+j428, temp_bfly21(66)=-354304+j109568, bfly21(66)=-1384+j428
bfly21_tmp(67)=1186+j940, temp_bfly21(67)=303616+j240640, bfly21(67)=1186+j940
bfly21_tmp(68)=-220+j300, temp_bfly21(68)=76800+j56320, bfly21(68)=300+j220
bfly21_tmp(69)=-2422+j1384, temp_bfly21(69)=-620032+j354304, bfly21(69)=-2422+j1384
bfly21_tmp(70)=-2946+j306, temp_bfly21(70)=-477840+j588612, bfly21(70)=-1867+j2299
bfly21_tmp(71)=2216+j-778, temp_bfly21(71)=567296+j-199168, bfly21(71)=2216+j-778
bfly21_tmp(72)=1898+j662, temp_bfly21(72)=-223716+j-463360, bfly21(72)=-874+j-1810
bfly21_tmp(73)=352+j-220, temp_bfly21(73)=90112+j-56320, bfly21(73)=352+j-220
bfly21_tmp(74)=-604+j84, temp_bfly21(74)=-154624+j21504, bfly21(74)=-604+j84
bfly21_tmp(75)=-776+j-1164, temp_bfly21(75)=-198656+j-297984, bfly21(75)=-776+j-1164
bfly21_tmp(76)=1302+j-746, temp_bfly21(76)=-190976+j-333312, bfly21(76)=-746+j-1302
bfly21_tmp(77)=1736+j2116, temp_bfly21(77)=444416+j541696, bfly21(77)=1736+j2116
bfly21_tmp(78)=-908+j-68, temp_bfly21(78)=-176656+j152040, bfly21(78)=-690+j594
bfly21_tmp(79)=496+j-2288, temp_bfly21(79)=126976+j-585728, bfly21(79)=496+j-2288
bfly21_tmp(80)=2382+j2454, temp_bfly21(80)=13032+j-875316, bfly21(80)=51+j-3419
bfly21_tmp(81)=1404+j220, temp_bfly21(81)=359424+j56320, bfly21(81)=1404+j220
bfly21_tmp(82)=392+j1502, temp_bfly21(82)=100352+j384512, bfly21(82)=392+j1502
bfly21_tmp(83)=-1172+j-2194, temp_bfly21(83)=-300032+j-561664, bfly21(83)=-1172+j-2194
bfly21_tmp(84)=-792+j-374, temp_bfly21(84)=-95744+j202752, bfly21(84)=-374+j792
bfly21_tmp(85)=-841+j-1441, temp_bfly21(85)=-215296+j-368896, bfly21(85)=-841+j-1441
bfly21_tmp(86)=-532+j660, temp_bfly21(86)=23168+j215752, bfly21(86)=91+j843
bfly21_tmp(87)=1369+j1707, temp_bfly21(87)=350464+j436992, bfly21(87)=1369+j1707
bfly21_tmp(88)=-804+j2124, temp_bfly21(88)=529968+j-238920, bfly21(88)=2070+j-933
bfly21_tmp(89)=-1101+j-565, temp_bfly21(89)=-281856+j-144640, bfly21(89)=-1101+j-565
bfly21_tmp(90)=296+j-833, temp_bfly21(90)=75776+j-213248, bfly21(90)=296+j-833
bfly21_tmp(91)=389+j699, temp_bfly21(91)=99584+j178944, bfly21(91)=389+j699
bfly21_tmp(92)=-2064+j1019, temp_bfly21(92)=260864+j528384, bfly21(92)=1019+j2064
bfly21_tmp(93)=1070+j-1066, temp_bfly21(93)=273920+j-272896, bfly21(93)=1070+j-1066
bfly21_tmp(94)=-2488+j2373, temp_bfly21(94)=-20815+j879841, bfly21(94)=-81+j3437
bfly21_tmp(95)=1270+j620, temp_bfly21(95)=325120+j158720, bfly21(95)=1270+j620
bfly21_tmp(96)=1632+j2169, temp_bfly21(96)=97197+j-687981, bfly21(96)=380+j-2687
bfly21_tmp(97)=-1641+j-1056, temp_bfly21(97)=-420096+j-270336, bfly21(97)=-1641+j-1056
bfly21_tmp(98)=178+j-3472, temp_bfly21(98)=45568+j-888832, bfly21(98)=178+j-3472
bfly21_tmp(99)=2751+j-1302, temp_bfly21(99)=704256+j-333312, bfly21(99)=2751+j-1302
bfly21_tmp(100)=814+j-4, temp_bfly21(100)=-1024+j-208384, bfly21(100)=-4+j-814
bfly21_tmp(101)=-1644+j2937, temp_bfly21(101)=-420864+j751872, bfly21(101)=-1644+j2937
bfly21_tmp(102)=836+j-294, temp_bfly21(102)=98102+j-204530, bfly21(102)=383+j-799
bfly21_tmp(103)=2138+j713, temp_bfly21(103)=547328+j182528, bfly21(103)=2138+j713
bfly21_tmp(104)=-1528+j-542, temp_bfly21(104)=178466+j374670, bfly21(104)=697+j1464
bfly21_tmp(105)=-3511+j-2076, temp_bfly21(105)=-898816+j-531456, bfly21(105)=-3511+j-2076
bfly21_tmp(106)=294+j3941, temp_bfly21(106)=75264+j1008896, bfly21(106)=294+j3941
bfly21_tmp(107)=-1473+j-1470, temp_bfly21(107)=-377088+j-376320, bfly21(107)=-1473+j-1470
bfly21_tmp(108)=-2088+j-2287, temp_bfly21(108)=-585472+j534528, bfly21(108)=-2287+j2088
bfly21_tmp(109)=2365+j1494, temp_bfly21(109)=605440+j382464, bfly21(109)=2365+j1494
bfly21_tmp(110)=-1571+j-160, temp_bfly21(110)=-313311+j255391, bfly21(110)=-1224+j998
bfly21_tmp(111)=-3609+j-2216, temp_bfly21(111)=-923904+j-567296, bfly21(111)=-3609+j-2216
bfly21_tmp(112)=-1783+j-254, temp_bfly21(112)=276749+j368697, bfly21(112)=1081+j1440
bfly21_tmp(113)=623+j191, temp_bfly21(113)=159488+j48896, bfly21(113)=623+j191
bfly21_tmp(114)=3264+j-765, temp_bfly21(114)=835584+j-195840, bfly21(114)=3264+j-765
bfly21_tmp(115)=4599+j3157, temp_bfly21(115)=1177344+j808192, bfly21(115)=4599+j3157
bfly21_tmp(116)=1658+j-3201, temp_bfly21(116)=-819456+j-424448, bfly21(116)=-3201+j-1658
bfly21_tmp(117)=-1028+j-684, temp_bfly21(117)=-263168+j-175104, bfly21(117)=-1028+j-684
bfly21_tmp(118)=1355+j1864, temp_bfly21(118)=582639+j92129, bfly21(118)=2276+j360
bfly21_tmp(119)=-1206+j-496, temp_bfly21(119)=-308736+j-126976, bfly21(119)=-1206+j-496
bfly21_tmp(120)=-3997+j-1778, temp_bfly21(120)=401639+j1045275, bfly21(120)=1569+j4083
bfly21_tmp(121)=-470+j-753, temp_bfly21(121)=-120320+j-192768, bfly21(121)=-470+j-753
bfly21_tmp(122)=1507+j349, temp_bfly21(122)=385792+j89344, bfly21(122)=1507+j349
bfly21_tmp(123)=212+j1791, temp_bfly21(123)=54272+j458496, bfly21(123)=212+j1791
bfly21_tmp(124)=-705+j-1049, temp_bfly21(124)=-268544+j180480, bfly21(124)=-1049+j705
bfly21_tmp(125)=897+j1754, temp_bfly21(125)=229632+j449024, bfly21(125)=897+j1754
bfly21_tmp(126)=680+j-250, temp_bfly21(126)=77830+j-168330, bfly21(126)=304+j-658
bfly21_tmp(127)=-1435+j1088, temp_bfly21(127)=-367360+j278528, bfly21(127)=-1435+j1088
bfly21_tmp(128)=1278+j162, temp_bfly21(128)=-201996+j-260640, bfly21(128)=-789+j-1018
bfly21_tmp(129)=1134+j-2166, temp_bfly21(129)=290304+j-554496, bfly21(129)=1134+j-2166
bfly21_tmp(130)=86+j-802, temp_bfly21(130)=22016+j-205312, bfly21(130)=86+j-802
bfly21_tmp(131)=-2064+j2194, temp_bfly21(131)=-528384+j561664, bfly21(131)=-2064+j2194
bfly21_tmp(132)=-1934+j-928, temp_bfly21(132)=-237568+j495104, bfly21(132)=-928+j1934
bfly21_tmp(133)=-1627+j805, temp_bfly21(133)=-416512+j206080, bfly21(133)=-1627+j805
bfly21_tmp(134)=-2809+j-289, temp_bfly21(134)=-560738+j456120, bfly21(134)=-2190+j1782
bfly21_tmp(135)=1289+j-2853, temp_bfly21(135)=329984+j-730368, bfly21(135)=1289+j-2853
bfly21_tmp(136)=217+j-1537, temp_bfly21(136)=-317474+j238920, bfly21(136)=-1240+j933
bfly21_tmp(137)=-5+j-1250, temp_bfly21(137)=-1280+j-320000, bfly21(137)=-5+j-1250
bfly21_tmp(138)=3284+j-1218, temp_bfly21(138)=840704+j-311808, bfly21(138)=3284+j-1218
bfly21_tmp(139)=-2455+j-2120, temp_bfly21(139)=-628480+j-542720, bfly21(139)=-2455+j-2120
bfly21_tmp(140)=-1636+j-1598, temp_bfly21(140)=-409088+j418816, bfly21(140)=-1598+j1636
bfly21_tmp(141)=2475+j-354, temp_bfly21(141)=633600+j-90624, bfly21(141)=2475+j-354
bfly21_tmp(142)=1740+j-60, temp_bfly21(142)=304080+j-325800, bfly21(142)=1188+j-1273
bfly21_tmp(143)=-971+j-1704, temp_bfly21(143)=-248576+j-436224, bfly21(143)=-971+j-1704
bfly21_tmp(144)=-888+j-1868, temp_bfly21(144)=-177380+j498836, bfly21(144)=-693+j1949
bfly21_tmp(145)=73+j232, temp_bfly21(145)=18688+j59392, bfly21(145)=73+j232
bfly21_tmp(146)=-203+j2614, temp_bfly21(146)=-51968+j669184, bfly21(146)=-203+j2614
bfly21_tmp(147)=-1223+j670, temp_bfly21(147)=-313088+j171520, bfly21(147)=-1223+j670
bfly21_tmp(148)=-1289+j-482, temp_bfly21(148)=-123392+j329984, bfly21(148)=-482+j1289
bfly21_tmp(149)=636+j1327, temp_bfly21(149)=162816+j339712, bfly21(149)=636+j1327
bfly21_tmp(150)=-1388+j1127, temp_bfly21(150)=-47241+j455215, bfly21(150)=-185+j1778
bfly21_tmp(151)=410+j-1261, temp_bfly21(151)=104960+j-322816, bfly21(151)=410+j-1261
bfly21_tmp(152)=2132+j-999, temp_bfly21(152)=-566711+j-205073, bfly21(152)=-2214+j-801
bfly21_tmp(153)=-423+j-1357, temp_bfly21(153)=-108288+j-347392, bfly21(153)=-423+j-1357
bfly21_tmp(154)=475+j1022, temp_bfly21(154)=121600+j261632, bfly21(154)=475+j1022
bfly21_tmp(155)=2409+j-211, temp_bfly21(155)=616704+j-54016, bfly21(155)=2409+j-211
bfly21_tmp(156)=-2693+j-1764, temp_bfly21(156)=-451584+j689408, bfly21(156)=-1764+j2693
bfly21_tmp(157)=2330+j-1506, temp_bfly21(157)=596480+j-385536, bfly21(157)=2330+j-1506
bfly21_tmp(158)=-1792+j-2735, temp_bfly21(158)=-819387+j-170683, bfly21(158)=-3201+j-667
bfly21_tmp(159)=2876+j-974, temp_bfly21(159)=736256+j-249344, bfly21(159)=2876+j-974
bfly21_tmp(160)=-1254+j-2575, temp_bfly21(160)=-239101+j693049, bfly21(160)=-934+j2707
bfly21_tmp(161)=-2362+j-2373, temp_bfly21(161)=-604672+j-607488, bfly21(161)=-2362+j-2373
bfly21_tmp(162)=-689+j-1455, temp_bfly21(162)=-176384+j-372480, bfly21(162)=-689+j-1455
bfly21_tmp(163)=140+j1101, temp_bfly21(163)=35840+j281856, bfly21(163)=140+j1101
bfly21_tmp(164)=823+j2377, temp_bfly21(164)=608512+j-210688, bfly21(164)=2377+j-823
bfly21_tmp(165)=-1108+j2865, temp_bfly21(165)=-283648+j733440, bfly21(165)=-1108+j2865
bfly21_tmp(166)=-599+j349, temp_bfly21(166)=-45250+j171588, bfly21(166)=-177+j670
bfly21_tmp(167)=966+j2015, temp_bfly21(167)=247296+j515840, bfly21(167)=966+j2015
bfly21_tmp(168)=1909+j1141, temp_bfly21(168)=-139008+j-552050, bfly21(168)=-543+j-2156
bfly21_tmp(169)=1422+j2637, temp_bfly21(169)=364032+j675072, bfly21(169)=1422+j2637
bfly21_tmp(170)=3317+j-643, temp_bfly21(170)=849152+j-164608, bfly21(170)=3317+j-643
bfly21_tmp(171)=-3126+j-331, temp_bfly21(171)=-800256+j-84736, bfly21(171)=-3126+j-331
bfly21_tmp(172)=771+j577, temp_bfly21(172)=147712+j-197376, bfly21(172)=577+j-771
bfly21_tmp(173)=-2400+j55, temp_bfly21(173)=-614400+j14080, bfly21(173)=-2400+j55
bfly21_tmp(174)=948+j1220, temp_bfly21(174)=392408+j49232, bfly21(174)=1533+j192
bfly21_tmp(175)=-1060+j-625, temp_bfly21(175)=-271360+j-160000, bfly21(175)=-1060+j-625
bfly21_tmp(176)=2340+j626, temp_bfly21(176)=-310234+j-536846, bfly21(176)=-1212+j-2097
bfly21_tmp(177)=-1841+j-2255, temp_bfly21(177)=-471296+j-577280, bfly21(177)=-1841+j-2255
bfly21_tmp(178)=848+j-396, temp_bfly21(178)=217088+j-101376, bfly21(178)=848+j-396
bfly21_tmp(179)=361+j-151, temp_bfly21(179)=92416+j-38656, bfly21(179)=361+j-151
bfly21_tmp(180)=-528+j994, temp_bfly21(180)=254464+j135168, bfly21(180)=994+j528
bfly21_tmp(181)=636+j-1088, temp_bfly21(181)=162816+j-278528, bfly21(181)=636+j-1088
bfly21_tmp(182)=-541+j21, temp_bfly21(182)=-94120+j101722, bfly21(182)=-368+j397
bfly21_tmp(183)=4520+j206, temp_bfly21(183)=1157120+j52736, bfly21(183)=4520+j206
bfly21_tmp(184)=-1543+j133, temp_bfly21(184)=303356+j255210, bfly21(184)=1185+j997
bfly21_tmp(185)=-1703+j-2117, temp_bfly21(185)=-435968+j-541952, bfly21(185)=-1703+j-2117
bfly21_tmp(186)=-630+j-1883, temp_bfly21(186)=-161280+j-482048, bfly21(186)=-630+j-1883
bfly21_tmp(187)=-417+j1093, temp_bfly21(187)=-106752+j279808, bfly21(187)=-417+j1093
bfly21_tmp(188)=798+j1101, temp_bfly21(188)=281856+j-204288, bfly21(188)=1101+j-798
bfly21_tmp(189)=-2085+j1313, temp_bfly21(189)=-533760+j336128, bfly21(189)=-2085+j1313
bfly21_tmp(190)=-1538+j2225, temp_bfly21(190)=124347+j681103, bfly21(190)=486+j2661
bfly21_tmp(191)=-903+j2807, temp_bfly21(191)=-231168+j718592, bfly21(191)=-903+j2807
bfly21_tmp(192)=-2326+j-2135, temp_bfly21(192)=34571+j807441, bfly21(192)=135+j3154
bfly21_tmp(193)=656+j262, temp_bfly21(193)=167936+j67072, bfly21(193)=656+j262
bfly21_tmp(194)=440+j-205, temp_bfly21(194)=112640+j-52480, bfly21(194)=440+j-205
bfly21_tmp(195)=-984+j1540, temp_bfly21(195)=-251904+j394240, bfly21(195)=-984+j1540
bfly21_tmp(196)=-1802+j1253, temp_bfly21(196)=320768+j461312, bfly21(196)=1253+j1802
bfly21_tmp(197)=1149+j-423, temp_bfly21(197)=294144+j-108288, bfly21(197)=1149+j-423
bfly21_tmp(198)=446+j-2445, temp_bfly21(198)=-361819+j-523271, bfly21(198)=-1413+j-2044
bfly21_tmp(199)=519+j561, temp_bfly21(199)=132864+j143616, bfly21(199)=519+j561
bfly21_tmp(200)=1464+j-1119, temp_bfly21(200)=-467523+j-62445, bfly21(200)=-1826+j-244
bfly21_tmp(201)=882+j-627, temp_bfly21(201)=225792+j-160512, bfly21(201)=882+j-627
bfly21_tmp(202)=137+j2430, temp_bfly21(202)=35072+j622080, bfly21(202)=137+j2430
bfly21_tmp(203)=372+j-47, temp_bfly21(203)=95232+j-12032, bfly21(203)=372+j-47
bfly21_tmp(204)=11+j1610, temp_bfly21(204)=412160+j-2816, bfly21(204)=1610+j-11
bfly21_tmp(205)=-2399+j340, temp_bfly21(205)=-614144+j87040, bfly21(205)=-2399+j340
bfly21_tmp(206)=-1006+j689, temp_bfly21(206)=-57377+j306795, bfly21(206)=-224+j1198
bfly21_tmp(207)=-291+j-1194, temp_bfly21(207)=-74496+j-305664, bfly21(207)=-291+j-1194
bfly21_tmp(208)=-1018+j867, temp_bfly21(208)=341185+j27331, bfly21(208)=1333+j107
bfly21_tmp(209)=819+j-264, temp_bfly21(209)=209664+j-67584, bfly21(209)=819+j-264
bfly21_tmp(210)=973+j1193, temp_bfly21(210)=249088+j305408, bfly21(210)=973+j1193
bfly21_tmp(211)=-237+j740, temp_bfly21(211)=-60672+j189440, bfly21(211)=-237+j740
bfly21_tmp(212)=35+j1229, temp_bfly21(212)=314624+j-8960, bfly21(212)=1229+j-35
bfly21_tmp(213)=319+j-44, temp_bfly21(213)=81664+j-11264, bfly21(213)=319+j-44
bfly21_tmp(214)=2180+j1008, temp_bfly21(214)=577028+j-212132, bfly21(214)=2254+j-829
bfly21_tmp(215)=603+j-1108, temp_bfly21(215)=154368+j-283648, bfly21(215)=603+j-1108
bfly21_tmp(216)=-584+j3302, temp_bfly21(216)=703366+j-491958, bfly21(216)=2748+j-1922
bfly21_tmp(217)=936+j1270, temp_bfly21(217)=239616+j325120, bfly21(217)=936+j1270
bfly21_tmp(218)=1169+j-214, temp_bfly21(218)=299264+j-54784, bfly21(218)=1169+j-214
bfly21_tmp(219)=558+j1536, temp_bfly21(219)=142848+j393216, bfly21(219)=558+j1536
bfly21_tmp(220)=281+j3130, temp_bfly21(220)=801280+j-71936, bfly21(220)=3130+j-281
bfly21_tmp(221)=-1202+j-2166, temp_bfly21(221)=-307712+j-554496, bfly21(221)=-1202+j-2166
bfly21_tmp(222)=-1571+j-338, temp_bfly21(222)=-345529+j223173, bfly21(222)=-1350+j872
bfly21_tmp(223)=-1348+j-396, temp_bfly21(223)=-345088+j-101376, bfly21(223)=-1348+j-396
bfly21_tmp(224)=-463+j-2662, temp_bfly21(224)=-398019+j565625, bfly21(224)=-1555+j2209
bfly21_tmp(225)=-300+j954, temp_bfly21(225)=-76800+j244224, bfly21(225)=-300+j954
bfly21_tmp(226)=-664+j123, temp_bfly21(226)=-169984+j31488, bfly21(226)=-664+j123
bfly21_tmp(227)=1306+j420, temp_bfly21(227)=334336+j107520, bfly21(227)=1306+j420
bfly21_tmp(228)=856+j629, temp_bfly21(228)=161024+j-219136, bfly21(228)=629+j-856
bfly21_tmp(229)=1886+j-1292, temp_bfly21(229)=482816+j-330752, bfly21(229)=1886+j-1292
bfly21_tmp(230)=-3+j-1784, temp_bfly21(230)=-323447+j-322361, bfly21(230)=-1263+j-1259
bfly21_tmp(231)=-556+j130, temp_bfly21(231)=-142336+j33280, bfly21(231)=-556+j130
bfly21_tmp(232)=-1505+j968, temp_bfly21(232)=447613+j97197, bfly21(232)=1748+j380
bfly21_tmp(233)=-1477+j-2064, temp_bfly21(233)=-378112+j-528384, bfly21(233)=-1477+j-2064
bfly21_tmp(234)=826+j-1313, temp_bfly21(234)=211456+j-336128, bfly21(234)=826+j-1313
bfly21_tmp(235)=55+j1196, temp_bfly21(235)=14080+j306176, bfly21(235)=55+j1196
bfly21_tmp(236)=720+j473, temp_bfly21(236)=121088+j-184320, bfly21(236)=473+j-720
bfly21_tmp(237)=-2069+j552, temp_bfly21(237)=-529664+j141312, bfly21(237)=-2069+j552
bfly21_tmp(238)=-2528+j447, temp_bfly21(238)=-376661+j538475, bfly21(238)=-1471+j2103
bfly21_tmp(239)=643+j2880, temp_bfly21(239)=164608+j737280, bfly21(239)=643+j2880
bfly21_tmp(240)=3054+j-819, temp_bfly21(240)=-701013+j-404535, bfly21(240)=-2738+j-1580
bfly21_tmp(241)=-838+j688, temp_bfly21(241)=-214528+j176128, bfly21(241)=-838+j688
bfly21_tmp(242)=-391+j1171, temp_bfly21(242)=-100096+j299776, bfly21(242)=-391+j1171
bfly21_tmp(243)=-1116+j880, temp_bfly21(243)=-285696+j225280, bfly21(243)=-1116+j880
bfly21_tmp(244)=-1279+j517, temp_bfly21(244)=132352+j327424, bfly21(244)=517+j1279
bfly21_tmp(245)=593+j891, temp_bfly21(245)=151808+j228096, bfly21(245)=593+j891
bfly21_tmp(246)=2194+j-526, temp_bfly21(246)=301908+j-492320, bfly21(246)=1179+j-1923
bfly21_tmp(247)=-775+j637, temp_bfly21(247)=-198400+j163072, bfly21(247)=-775+j637
bfly21_tmp(248)=280+j-90, temp_bfly21(248)=-66970+j-34390, bfly21(248)=-262+j-134
bfly21_tmp(249)=1097+j-593, temp_bfly21(249)=280832+j-151808, bfly21(249)=1097+j-593
bfly21_tmp(250)=-1650+j-683, temp_bfly21(250)=-422400+j-174848, bfly21(250)=-1650+j-683
bfly21_tmp(251)=445+j-839, temp_bfly21(251)=113920+j-214784, bfly21(251)=445+j-839
bfly21_tmp(252)=-550+j927, temp_bfly21(252)=237312+j140800, bfly21(252)=927+j550
bfly21_tmp(253)=-958+j-548, temp_bfly21(253)=-245248+j-140288, bfly21(253)=-958+j-548
bfly21_tmp(254)=-1481+j-1446, temp_bfly21(254)=-529787+j6335, bfly21(254)=-2069+j25
bfly21_tmp(255)=-1236+j904, temp_bfly21(255)=-316416+j231424, bfly21(255)=-1236+j904
bfly21_tmp(256)=1913+j-1806, temp_bfly21(256)=-673139+j-19367, bfly21(256)=-2629+j-76
bfly21_tmp(257)=-1133+j-37, temp_bfly21(257)=-290048+j-9472, bfly21(257)=-1133+j-37
bfly21_tmp(258)=3797+j2619, temp_bfly21(258)=972032+j670464, bfly21(258)=3797+j2619
bfly21_tmp(259)=-807+j349, temp_bfly21(259)=-206592+j89344, bfly21(259)=-807+j349
bfly21_tmp(260)=563+j847, temp_bfly21(260)=216832+j-144128, bfly21(260)=847+j-563
bfly21_tmp(261)=1853+j2711, temp_bfly21(261)=474368+j694016, bfly21(261)=1853+j2711
bfly21_tmp(262)=2580+j-914, temp_bfly21(262)=301546+j-632414, bfly21(262)=1178+j-2470
bfly21_tmp(263)=-793+j-1635, temp_bfly21(263)=-203008+j-418560, bfly21(263)=-793+j-1635
